,pts_ppr,rank_ppr,pos_rank_ppr,full_name
,0,2500,216,Sony Michel
,0,1378,161,Minkah Fitzpatrick
,0,4688,489,Denzel Ward
,0,1150,97,Marcus Davenport
,0,4916,656,Bradley Chubb
,0,1040,132,Tremaine Edmunds
,0,5221,394,Vita Vea
,0,533,63,Derwin James
,0,689,24,Mason Rudolph
,0,2990,267,Hayden Hurst
,0,4222,437,Terrell Edmunds
,0,4037,313,Taven Bryan
,0,1557,97,Daron Payne
,0,3469,453,Rashaan Evans
,0,5027,520,Jaire Alexander
,0,180,19,Leighton Vander Esch
,0,3547,605,Calvin Ridley
,0,831,89,Mike Hughes
,0,3161,544,DJ Moore
,0,1233,47,Josh Allen
,0,3173,273,Rashaad Penny
,0,4033,355,Nick Chubb
,0,3142,410,Shaquille Leonard
,0,5303,922,Dante Pettis
,0,2977,265,Mike Gesicki
,0,4271,373,Kalen Ballage
,0,1702,134,Ian Thomas
,0,530,17,Kyle Lauletta
,0,2186,190,Mark Walton
,0,97,19,DaeSean Hamilton
,0,1738,131,Josh Sweat
,0,109,15,Chase Edmonds
,0,361,29,Dalton Schultz
,0,2249,161,Maurice Hurst
,0,5277,700,Shaquem Griffin
,0,4742,408,Ito Smith
,0,3063,522,Jaleel Scott
,0,5167,901,Keke Coutee
,0,1376,104,Durham Smythe
,0,2443,210,Chris Herndon
,0,1180,92,Will Dissly
,0,1459,111,Mark Andrews
,0,4564,807,Anthony Miller
,0,515,50,Sam Hubbard
,0,3504,458,Malik Jefferson
,0,2270,255,Jessie Bates
,0,2785,210,Chad Thomas
,0,2716,203,B.J. Hill
,0,5141,680,Lorenzo Carter
,0,3160,277,Dallas Goedert
,0,5010,884,James Washington
,0,2690,290,Ronnie Harrison
,0,4921,868,Tre'Quan Smith
,0,1654,172,Duke Dawson
,0,1741,206,Josh Jackson
,0,1792,244,Harold Landry
,0,5278,701,Oren Burks
,0,2193,184,Jordan Akins
,0,19,3,Dorian O'Daniel
,0,2778,208,Derrick Nnadi
,0,997,101,Justin Reid
,0,283,25,Breeland Speaks
,0,5309,926,Michael Gallup
,0,5272,545,Tarvarius Moore
,0,2519,336,Fred Warner
,0,1579,100,Deadrin Senat
,0,5144,386,Nathan Shepherd
,0,3292,349,Isaiah Oliver
,0,1055,189,Courtland Sutton
,0,1831,158,Royce Freeman
,0,3807,411,Isaac Yiadom
,0,1255,81,Harrison Phillips
,0,2518,278,Rashaan Gaulden
,0,2423,243,Donte Jackson
,0,5094,440,Ronald Jones
,0,823,85,Carlton Davis
,0,5086,528,M.J. Stewart
,0,1357,177,Jerome Baker
,0,3622,279,Tyquan Lewis
,0,920,77,Kemoko Turay
,0,1937,147,Rasheem Green
,0,2542,340,Uchenna Nwosu
,0,396,33,Justin Jones
,0,2417,268,Tracy Walker
,0,2987,225,P.J. Hall
,0,2286,172,Arden Key
,0,3097,267,Kerryon Johnson
,0,2133,290,Kylie Fitts
,0,2146,238,DeShon Elliott
,0,3513,270,Sebastian Joseph-Day
,0,3859,507,Micah Kiser
,0,1679,224,Ogbonnia Okoronkwo
,0,3927,342,John Kelly
,0,2961,224,Andrew Brown
,0,1874,191,Davontae Harris
,0,5112,529,Darius Phillips
,0,2379,411,Damion Ratley
,0,4353,579,Genard Avery
,0,5064,523,Simeon Thomas
,0,3323,359,Natrell Jamerson
,0,1274,26,Christian Sam
,0,518,93,Marquez Valdes-Scantling
,0,3458,451,Duke Ejiofor
,0,1538,60,Mike White
,0,4896,364,Folorunso Fatukasi
,0,3481,367,Parry Nickerson
,0,4834,413,Troy Fumagalli
,0,1470,112,Ryan Izzo
,0,575,11,Daniel Carlson
,0,988,178,Ray-Ray McCloud
,0,599,58,Siran Neal
,0,2967,392,Jermaine Carter
,0,5210,456,Jordan Wilkins
,0,2468,420,Deon Cain
,0,3082,529,Daurice Fountain
,0,975,72,Dylan Cantrell
,0,2768,237,Jaylen Samuels
,0,3647,152,Luke Falk
,0,3820,659,Russell Gage
,0,1602,286,Javon Wims
,0,1345,123,Bo Scarbrough
,0,774,138,Cedrick Wilson
,0,1508,22,Nick Bawden
,0,2508,219,Jordan Thomas
,0,3393,63,Jason Sanders
,0,1028,41,Danny Etling
,0,4628,821,Braxton Berrios
,0,5282,461,Boston Scott
,0,2495,214,Trenton Cannon
,0,125,4,Alex McGough
,0,1642,292,Damoun Patterson
,0,2164,380,Austin Proehl
,0,1884,74,Kyle Allen
,0,3979,167,Logan Woodside
,0,4723,841,Adonis Jennings
,0,847,155,Auden Tate
,0,2245,196,Justin Jackson
,0,4851,852,Steven Mitchell
,0,3054,271,Tyler Conklin
,0,3453,587,Keith Kirkwood
,0,4481,389,Josh Adams
,0,4569,808,Richie James
,0,4684,400,Martez Carter
,0,2042,359,Trey Quinn
,0,3405,581,Jaelon Acklin
,0,439,53,James Crawford
,0,3722,156,Kurt Benkert
,0,5252,457,Demario Richard
,0,3253,280,Malik Williams
,0,705,10,Luke McNitt
,0,787,99,Emmanuel Ellerbee
,0,1486,7,Dewey Jarvis
,0,1842,249,Emmanuel Smith
,0,112,9,Mat Boesen
,0,2520,255,Levi Wallace
,0,1487,265,Trent Sherfield
,0,4440,783,Corey Willis
,0,2110,178,Andrew Vollert
,0,1913,144,Alec James
,0,1316,168,Dennis Gardeck
,0,23,1,A.J. Howard
,0,4674,627,Ezekiel Turner
,0,2633,227,Reggie Bonnafon
,0,3713,321,Ryan Nall
,0,2922,497,Da'Mari Scott
,0,3573,149,Dalton Sturm
,0,1573,137,Jordan Chunn
,0,4841,851,Malik Earl
,0,4763,411,Phillip Lindsay
,0,1521,116,Kevin Rader
,0,2801,23,Alvin Jones
,0,892,113,Tegray Scales
,0,3148,541,Davon Grayson
,0,4374,52,Aaron Davis
,0,1389,163,Sean Chandler
,0,4654,351,Joe Ostman
,0,302,6,Danny Ezechukwu
,0,3737,401,Chandon Sullivan
,0,108,11,Ola Adeniyi
,0,1999,139,Greg Gilmore
,0,4496,795,Allen Lazard
,0,2984,227,Darius Jackson
,0,2620,268,Quenton Meeks
,0,1952,43,Eddy Pineiro
,0,2860,214,Taylor Stallworth
,0,466,56,J.C. Jackson
,0,2367,205,Akrum Wadley
,0,4766,404,Ethan Wolf
,0,1806,324,Rico Gafford
,0,2233,33,Damon Webb
,0,2126,376,Byron Pringle
,0,880,76,Dee Liner
,0,1556,136,Terry Swanson
,0,1073,20,Kingsley Opara
,0,3294,564,Marchie Murdock
,0,3912,341,Mike Boone
,0,1907,343,Korey Robertson
,0,3593,614,Jake Wieneke
,0,9,2,Hercules Mata'afa
,0,2727,60,Garret Dooley
,0,2386,239,Holton Hill
,0,4077,41,Tray Matthews
,0,4547,386,Jason Reese
,0,2498,186,Demone Harris
,0,3383,67,Antonio Simmons
,0,550,52,Godwin Igwebuike
,0,4729,92,Mike McCray
,0,3032,311,Jalen Davis
,0,4120,723,Caleb Scott
,0,2247,389,Taj Williams
,0,1769,132,Marcell Frazier
,0,1564,99,Poona Ford
,0,643,23,J.T. Barrett
,0,1800,211,Henre' Toliver
,0,716,16,Michael Badgley
,0,5048,431,Cole Hunt
,0,2592,229,Marcus Baugh
,0,1324,101,David Wells
,0,534,96,Kyle Lewis
,0,3499,45,Austin Ramesh
,0,1105,44,Lamar Jordan
,0,1011,16,Daniel Marx
,0,92,17,Christian Blake
,0,4922,869,Dontez Byrd
,0,2993,505,Detrich Clark
,0,4576,809,Devin Gray
,0,339,24,Troy Mangen
,0,999,75,Jake Roh
,0,3597,65,David Marvin
,0,2956,251,Gus Edwards
,0,1671,299,Andre Levrone
,0,2129,377,Robert Foster
,0,4900,103,Tyler Davis
,0,1006,95,Ray Lawry
,0,4249,352,Jordan Franks
,0,996,180,Jimmy Williams
,0,364,72,Teo Redding
,0,3591,150,Tim Boyle
,0,3958,689,Vyncint Smith
,0,3079,528,Jester Weah
,0,4614,204,Chase Litton
,0,2493,216,Blake Mack
,0,1460,54,Nic Shimonek
,0,5044,430,Ben Johnson
,0,5077,433,Codey McElroy
,0,3174,274,Buddy Howell
,0,2216,48,Greg Joseph
,0,646,60,Kamryn Pettway
,0,1648,293,Jeff Badet
,0,1631,125,Tyler Hoppes
,0,3321,286,Deon Yelder
,0,147,22,Jarvion Franklin
,0,4606,817,Ka'Raun White
,0,4672,398,Jeff Wilson
,0,1881,155,Ross Dwelley
,0,1083,43,Austin Allen
,0,4657,830,Cameron Batson
,0,4826,848,Deontay Burnett
,0,3109,532,Devin Ross
,0,4395,774,Jordan Veasy
,0,3758,644,Mikah Holder
,0,2305,398,De'Mornay Pierson-El
,0,5238,63,Elijah Wellman
,0,86,8,Zach Sieler
,0,2869,380,Kenny Young
,0,1291,138,Anthony Averett
,0,1981,135,Bilal Nichols
,0,3652,478,Joel Iyiegbuniwe
,0,967,123,Travin Howard
,0,3585,467,Justin Lawler
,0,579,103,Antonio Callaway
,0,1749,115,R.J. McIntosh
,0,491,59,Leon Jacobs
,0,1681,201,Keion Crossen
,0,3534,459,Ja'Whaun Bentley
,0,4812,409,James Looney
,0,2923,498,Equanimeous St. Brown
,0,3584,37,Parris Bennett
,0,1719,232,Peter Kalambayi
,0,169,21,Jermaine Kelly
,0,2018,140,Kahlil McKenzie
,0,1174,125,Tremon Smith
,0,767,80,Armani Watts
,0,3318,255,Dorance Armstrong
,0,2525,338,Chris Covington
,0,2371,318,Foyesade Oluokun
,0,2187,160,Jalyn Holmes
,0,1353,175,Josey Jewell
,0,3166,238,Ade Aruna
,0,3718,489,Devante Downs
,0,3094,27,Keishawn Bierria
,0,4342,577,Andre Smith
,0,811,83,Taron Johnson
,0,3829,295,Marquis Haynes
,0,1338,172,Quentin Poling
,0,4005,414,Cornell Armstrong
,0,3034,400,Matthew Adams
,0,3663,481,Zaire Franklin
,0,4150,364,Nyheim Hines
,0,4800,643,Kyzir White
,0,4875,506,Chris Campbell
,0,4961,370,Da'Shawn Hand
,0,4199,51,Nick Sharga
,0,1935,159,Anthony Manzo-Lewis
,0,5117,896,Dorren Miller
,0,4340,576,Marcus Allen
,0,3169,329,Avonte Maddox
,0,4012,33,Joshua Frazier
,0,2267,254,Troy Apke
,0,3330,253,Tim Settle
,0,1067,134,Shaun Dion Hamilton
,0,780,80,Greg Stroman
,0,4971,510,Dane Cruikshank
,0,4512,602,Marcell Harris
,0,1693,108,Kentavius Street
,0,525,52,D.J. Reed
,0,3237,245,Jullian Taylor
,0,326,66,Justin Watson
,0,1566,186,Jordan Whitehead
,0,5152,682,Jack Cichy
,0,2929,217,Jacob Martin
,0,2842,290,Tre Flowers
,0,3340,68,Azeem Victor
,0,658,62,Nick Nelson
,0,3390,578,Jonah Trinnaman
,0,5,2,Alec Bloom
,0,3610,66,Matthew McCrane
,0,211,2,Jerod Fernandez
,0,4274,455,Danny Johnson
,0,1959,76,Jack Heneghan
,0,1074,74,Niles Scott
,0,328,6,Terrell Williams
,0,1127,105,Shaun Wilson
,0,617,13,Trevor Moore
,0,5103,442,Justin Crawford
,0,4671,36,Curtis Cothran
,0,2156,217,Trevon Mathis
,0,802,142,Armanti Foreman
,0,473,44,Jonathan Wynn
,0,4400,187,Peter Pujals
,0,4609,13,Josh Liddell
,0,1169,107,Ervin Philips
,0,1882,338,Sergio Bailey
,0,285,20,Tanner Hudson
,0,263,22,Evan Perrizo
,0,1138,21,Matthew Oplinger
,0,4451,35,Bijhon Jackson
,0,4525,475,Brandon Facyson
,0,2203,246,Marcus Edmond
,0,3407,261,Steven Richardson
,0,1674,175,B.J. Clay
,0,1128,93,Albert Havili
,0,4743,489,Tony Brown
,0,2648,454,John Diarse
,0,1989,138,McKay Murphy
,0,1018,183,LaQuvionte Gonzalez
,0,5328,932,Ricky Jeune
,0,3577,608,Shay Fields
,0,4128,725,Cam Sims
,0,3659,389,Ranthony Texada
,0,502,7,Quin Blanding
,0,3199,334,Tarvarus McFadden
,0,5148,531,Emmanuel Moseley
,0,207,2,Corey Griffin
,0,2568,49,Lowell Lotulelei
,0,3339,361,Trey Marshall
,0,952,121,William Ossai
,0,1305,146,George Odum
,0,3114,235,Tomasi Laulile
,0,3197,333,Lashard Durr
,0,5016,517,Robert Jackson
,0,3780,395,Chris Cooper
,0,3940,523,Skai Moore
,0,376,43,Curtis Mikell
,0,4872,503,J.T. Gray
,0,931,17,Colton Jumper
,0,2748,24,Christian LaCouture
,0,2832,213,Du'Vonta Lampkin
,0,2309,311,Mason McKenrick
,0,90,4,Kaare Vedvik
,0,4404,382,Christopher Ezeala
,0,1839,159,Mark Thompson
,0,1125,104,De'Lance Turner
,0,1817,147,Nick Keizer
,0,5015,374,John Franklin-Myers
,0,3650,44,Tigie Sankoh
,0,384,31,Christian Scotland-Williamson
,0,3293,248,Kendal Vickers
,0,3369,357,Trey Johnson
,0,1110,116,Linden Stephens
,0,5088,672,Reggie Hunter
,0,4193,41,Andrew Motuapuaka
,0,1027,110,Tre Herndon
,0,1090,75,Tyler Lancaster
,0,2995,228,Filipo Mokofisi
,0,3367,29,Conor Sheehy
,0,2667,58,Joel Lanning
,0,1714,23,Kameron Kelly
,0,3348,256,DeQuinton Osborne
,0,2394,240,Donovan Olumba
,0,68,10,Charvarius Ward
,0,4936,370,Austin Larkin
,0,3387,444,James Hearns
,0,1963,131,Jon Cunningham
,0,1501,179,Joseph Putu
,0,1443,91,Lord Hyeamang
,0,1424,115,Mychealon Thomas
,0,4055,315,Mackendy Cheridor
,0,1633,219,Jacob Tuioti-Mariner
,0,432,37,Anthony Winbush
,0,982,5,Secdrick Cooper
,0,318,34,Chris Lammons
,0,421,48,Chris Frey
,0,5105,382,Tracy Sprinkle
,0,458,7,Frank Ginda
,0,475,56,Mike Needham
,0,2639,271,Elijah Battle
,0,4437,461,Tavierre Thomas
,0,2676,289,Jonathan Owens
,0,2268,168,Owen Obasuyi
,0,827,88,Darious Williams
,0,1972,28,Ramon Richards
,0,1087,140,Montrel Meander
,0,5285,914,Evan Berry
,0,1742,112,Daniel Ekuale
,0,3320,252,Trenton Thompson
,0,5242,543,Elijah Campbell
,0,2329,26,Micah Hannemann
,0,2997,256,Dontrell Hilliard
,0,4284,751,Derrick Willies
,0,2261,15,Naashon Hughes
,0,5011,49,C.J. Johnson
,0,3268,32,Marcus Porter
,0,2330,263,Raven Greene
,0,2534,221,Ryan Smith
,0,2159,379,Elijah Marks
,0,2533,219,Darrel Williams
,0,5031,433,John David Moore
,0,2546,260,Reggie Hall
,0,479,8,Jason Hall
,0,5259,51,Emmanuel Beal
,0,3665,318,Marcus Martin
,0,1994,41,Warren Long
,0,437,8,Khalid Hill
,0,1838,121,Eddy Wilson
,0,2403,53,Jacob Pugh
,0,1657,23,Jason Cabinda
,0,2162,31,Julian Allen
,0,2109,157,Myles Humphrey
,0,4685,57,Johnny Stanton
,0,1313,236,Chad Beebe
,0,5003,377,Henry Mondeaux
,0,4009,80,Greer Martini
,0,2884,24,Raymond Davison
,0,2560,344,Ben Niemann
,0,4159,430,Arrion Springs
,0,3839,415,D'Montre Wade
,0,1712,230,Frankie Luvu
,0,2269,309,Brett Taylor
,0,1362,144,Craig James
,0,2251,34,T.J. Mutcherson
,0,799,11,Henry Poggi
,0,1327,120,Chris Warren
,0,1743,113,Parker Cothren
,0,2039,358,Jordan Smallwood
,0,2180,159,Robert McCray
,0,4815,50,Jamar Summers
,0,4454,469,Step Durham
,0,4095,440,Malik Reaves
,0,179,5,Brogan Roback
,0,1281,23,Claudy Mathieu
,0,3501,70,Anthony Moten
,0,1400,148,Quincy Redmon
,0,4756,359,Gaelin Elmore
,0,669,59,Ja'Von Rolland-Jones
,0,4178,733,Devonte Boyd
,0,4339,361,Stephen Baggett
,0,3788,31,Tyrell Chavis
,0,603,108,Anthony Mahoungou
,0,763,66,Bruce Hector
,0,2553,191,Matt Dickerson
,0,2467,21,Mike Ramsay
,0,1778,154,Larry Rose
,0,5283,462,Dalyn Dawkins
,0,8,1,Elijaah Goins
,0,3707,3,Mason Gentry
,0,2874,216,Jalen Wilkerson
,0,83,4,Mike Love
,0,4732,357,Bunmi Rotimi
,0,3554,272,Andrew Trumbetti
,0,3728,287,Cavon Walker
,0,3922,426,Kevin Toliver
,0,3049,40,Nick Orr
,0,3168,28,Elijah Norris
,0,517,3,Nyles Morgan
,0,2913,299,Michael Joseph
,0,5180,533,Rashard Fant
,0,1770,133,Abdullah Anderson
,0,3845,662,Garrett Johnson
,0,159,32,Shaq Roland
,0,1531,8,Junior Joseph
,0,4141,428,Trayvon Henderson
,0,2000,226,Bryon Fields
,0,18,2,Tae Davis
,0,1465,173,Grant Haley
,0,2337,27,Dominick Sanders
,0,2240,228,Jordan Thomas
,0,1399,21,Stephen Roberts
,0,4882,58,Ryan Neal
,0,4980,97,Asantay Brown
,0,4401,467,Dee Delaney
,0,4085,305,John Atkins
,0,1927,146,Frank Herron
,0,1245,226,Chris Lacy
,0,1824,215,A.J. Moore
,0,4582,395,Shane Wimann
,0,5251,696,Trent Harris
,0,306,37,Sharif Finch
,0,3526,380,Joshua Kalu
,0,4959,510,Ryan McKinley
,0,4287,571,Davin Bellamy
,0,5059,524,Andre Chachere
,0,1926,267,Ed Shockley
,0,4435,46,Kyle Queiro
,0,2182,222,Ryan Carter
,0,3592,72,Corey Thompson
,0,4101,42,Johnathan Alston
,0,3721,75,Cayson Collins
,0,1045,85,JoJo Wicker
,0,877,16,Chad Meredith
,0,1639,170,Amari Coleman
,0,2951,319,Anthony Sherrils
,0,1901,123,Josh Fatu
,0,4427,45,Al-Rasheed Benton
,0,4852,500,Mike Ford
,0,1895,40,Ryan Santoso
,0,2308,234,Antwuan Davis
,0,3060,520,Brandon Powell
,0,4620,342,Chris Okoye
,0,39,8,Zach Olstad
,0,2543,432,Matt Fleming
,0,1505,132,Robert Martin
,0,818,73,Connor Flagel
,0,2446,183,Pat Afriyie
,0,4449,784,Deontez Alexander
,0,1323,238,John Franklin
,0,1754,182,Tyrin Holloway
,0,1326,108,Da'Sean Downey
,0,792,33,Luis Perez
,0,2365,409,Nick Holley
,0,2064,43,Brian Womac
,0,945,17,Tyrice Beverette
,0,1176,123,Mike Jones
,0,3454,588,Tim Wilson
,0,3900,77,Manase Hungalu
,0,5288,452,Ryan Yurachek
,0,1796,36,KeShun Freeman
,0,2155,45,Vontae Diggs
,0,3529,602,Darvin Kidsy
,0,231,3,Joseph Este
,0,3067,65,Tobenna Okeke
,0,2037,278,Robert Spillane
,0,4001,307,Nick Thurman
,0,3995,432,Mark Myers
,0,4692,399,Clayton Wilson
,0,3050,519,C.J. Duncan
,0,2567,19,Airius Moore
,0,4619,479,Dallin Leavitt
,0,3222,338,Josh Okonye
,0,4758,47,Afolabi Laguda
,0,778,81,Chucky Williams
,0,4028,417,Steven Parker
,0,2231,163,Blaine Woodson
,0,2886,9,Michael Cirino
,0,942,170,Eldridge Massington
,0,2035,84,Nick Stevens
,0,1106,6,Shaheed Salmon
,0,1295,233,Kayaune Ross
,0,5051,50,DeMarquis Gates
,0,3840,326,Garrett Hudson
,0,2283,193,Austin Roberts
,0,1080,100,Sherman Badie
,0,4915,655,Chris Board
,0,2200,185,Jaeden Graham
,0,3213,281,Garrett Dickerson
,0,2555,342,Josh Woods
,0,3058,315,Jackson Porter
,0,379,43,Nate Holley
,0,1351,240,Josh Crockett
,0,3778,650,Josh Smith
,0,932,103,Juante Baldwin
,0,4477,83,Bo Bower
,0,3972,430,Sam Beal
,0,630,76,Ro'Derrick Hoskins
,0,3824,294,Kiante Anderson
,0,3715,638,Aaron Lacombe
,0,4595,813,KhaDarel Hodge
,0,1545,120,Cam Serigne
,0,4286,752,Jared Murphy
,0,5183,905,Mark Chapman
,0,4134,727,Malachi Jones
,0,2154,155,Zaycoven Henderson
,0,1282,106,Adam Reth
,0,4362,766,Malik Turner
,0,4574,480,Christian Boutte
,0,762,94,Jonathan Celestin
,0,1374,125,James Butler
,0,3734,641,Marcus Peterson
,0,3418,582,Bryce Bobo
,0,3831,296,Dante Sawyer
,0,3274,247,Nathan Bazata
,0,3396,11,Mike Basile
,0,1601,141,Gerald Holmes
,0,5004,513,Jeremy Reaves
,0,3951,303,Davond Dade
,0,4021,311,Simeyon Robinson
,0,2870,294,Bryce Canady
,0,1649,294,Austin Wolf
,0,4132,726,Darren Carrington
,0,3125,536,Darius Prince
,0,1339,121,Justin Stockton
,0,2033,174,Kobe McCrary
,0,461,86,Julian Williams
,0,351,7,John Wolford
,0,1630,33,Jaboree Williams
,0,4926,221,Connor Jessop
,0,4994,431,Ja'Quan Gardner
,0,3810,412,Chris Jones
,0,947,80,Nick Bosa
,0,3395,445,A.J. Johnson
,0,987,26,Tristan Vizcaino
,0,2107,156,Eric Cotton
,0,4713,48,Jameer Thurman
,0,1417,151,Tevaughn Campbell
,0,4722,840,Diontae Spencer
,0,1571,209,Sam Eguavoen
,0,1567,281,Bryant Mitchell
,0,5256,541,Mercy Maston
,0,294,5,Tre' Williams
,0,2188,47,Redford Jones
,0,5247,110,Phillip Andersen
,0,2214,299,Rashan Gary
,0,1880,143,Josh Allen
,0,5174,388,Ed Oliver
,0,3105,234,Clelin Ferrell
,0,6,1,Devin Bush
,0,4799,407,T.J. Hockenson
,0,224,44,DK Metcalf
,0,941,64,Dexter Lawrence
,0,2812,472,Marquise Brown
,0,286,6,Kyler Murray
,0,463,41,Josh Jacobs
,0,1270,160,Jachai Polite
,0,5332,552,DeAndre Baker
,0,2204,223,Trayvon Mullen
,0,5142,237,Drew Lock
,0,1500,113,Noah Fant
,0,3509,599,A.J. Brown
,0,2013,228,Johnathan Abram
,0,497,47,L.J. Collier
,0,1464,117,Brian Burns
,0,2010,351,J.J. Arcega-Whiteside
,0,2402,241,Byron Murphy
,0,1152,98,Dre'Mont Jones
,0,1799,210,Deionte Thompson
,0,4829,217,Daniel Jones
,0,4076,317,Zach Allen
,0,4214,740,Deebo Samuel
,0,132,26,Riley Ridley
,0,5028,518,Julian Love
,0,4432,781,N'Keal Harry
,0,2740,362,Jaylon Ferguson
,0,445,85,Parris Campbell
,0,2733,295,Nasir Adderley
,0,4452,463,Taylor Rapp
,0,977,100,Lonnie Johnson
,0,4364,767,Kelvin Harmon
,0,2664,107,Ryan Finley
,0,1726,135,Hakeem Butler
,0,4608,483,Amani Oruwariye
,0,1250,113,Bryce Love
,0,1618,145,Damien Harris
,0,1928,167,David Montgomery
,0,5022,517,C.J. Gardner-Johnson
,0,2911,383,Germaine Pratt
,0,4360,43,Tre Lamar
,0,650,11,Lukas Denis
,0,3571,380,Jamal Peters
,0,1723,234,Shareef Miller
,0,3231,3,Tytus Howard
,0,3901,676,Penny Hart
,0,3264,137,Will Grier
,0,1133,119,Justin Layne
,0,4553,387,Dawson Knox
,0,5214,101,Vosean Joseph
,0,1249,139,Amani Hooker
,0,1344,142,Hamp Cheevers
,0,4863,853,Jalen Hurd
,0,3528,271,Carl Granderson
,0,3519,370,David Long
,0,1725,308,Andy Isabella
,0,3363,288,Darrell Henderson
,0,3171,545,Mecole Hardman
,0,714,69,Rodney Anderson
,0,3069,264,Elijah Holyfield
,0,2833,309,Will Harris
,0,168,20,Kris Boyd
,0,791,100,Mike Bell
,0,2458,185,Joe Jackson
,0,655,118,Emanuel Hall
,0,934,63,Terry Beckner
,0,2853,26,Dontavius Russell
,0,1788,319,Terry McLaurin
,0,2821,378,David Long
,0,3714,637,Anthony Johnson
,0,1829,216,Jaquan Johnson
,0,2221,248,Bless Austin
,0,2504,188,Charles Omenihu
,0,2024,150,Jalen Jelks
,0,3496,595,Diontae Johnson
,0,3864,666,Lil'Jordan Humphrey
,0,876,15,Terrill Hanks
,0,3423,69,Landis Durham
,0,4696,837,Felton Davis
,0,2108,284,Austin Bryant
,0,3898,515,Bobby Okereke
,0,2100,155,Jonathan Ledbetter
,0,4308,457,Jamel Dean
,0,4105,718,Jakobi Meyers
,0,3853,664,Nyqwan Murray
,0,1516,162,Isaiah Johnson
,0,4986,662,Chase Hansen
,0,3040,231,Demarcus Christmas
,0,89,6,Jordan Brailford
,0,2946,500,Hunter Renfrow
,0,4774,406,Isaac Nauta
,0,4492,53,JoJo McIntosh
,0,3463,371,Mike Edwards
,0,1811,246,T.J. Edwards
,0,521,48,Jalin Moore
,0,3943,685,KeeSean Johnson
,0,5304,923,Miles Boykin
,0,4599,350,Wyatt Ray
,0,3392,289,Tony Pollard
,0,2424,244,Mark Fields
,0,657,120,Greg Dortch
,0,3436,267,Ben Banogu
,0,3987,338,Josh Oliver
,0,1782,71,Trace McSorley
,0,1798,145,Alize Mack
,0,3560,307,Karan Higdon
,0,4047,706,Terry Godwin
,0,660,84,Emeke Egbule
,0,820,104,Ryan Connelly
,0,1380,126,Myles Gaskin
,0,4598,341,Greg Gaines
,0,3386,364,Marquise Blair
,0,4670,485,Sheldrick Redwine
,0,389,81,Anthony Ratliff-Williams
,0,2656,237,Foster Moreau
,0,620,73,Christian Miller
,0,3953,346,Alexander Mattison
,0,1948,128,Trysten Hill
,0,96,9,Terez Hall
,0,3570,275,Maxx Crosby
,0,277,5,Jonathan Crawford
,0,514,64,Dakota Allen
,0,5090,439,Justice Hill
,0,1426,116,Porter Gustin
,0,4157,732,Jazz Ferguson
,0,4667,487,Clifton Duck
,0,3406,39,D'Cota Dixon
,0,2041,169,Drew Sample
,0,1591,139,Qadree Ollison
,0,4975,660,Anthony Nelson
,0,5079,379,Kevin Givens
,0,546,41,Byron Cowart
,0,1912,166,Ryquell Armstead
,0,2644,288,Jordan Miller
,0,1539,61,Gardner Minshew
,0,854,79,Travis Homer
,0,1159,122,Saquan Hampton
,0,3368,356,Rashad Fenton
,0,4698,91,Deshaun Davis
,0,5178,440,Dax Raymond
,0,4561,806,DaMarkus Lodge
,0,4691,398,Zach Gentry
,0,4656,829,Johnnie Dixon
,0,1919,263,Te'von Coney
,0,2838,243,Nick Brossette
,0,5106,528,Iman Marshall
,0,4845,503,Michael Jackson
,0,80,7,Albert Huggins
,0,949,120,Nate Hall
,0,3588,383,Jordan Brown
,0,3140,272,Alex Barnes
,0,1167,209,Keelan Doss
,0,481,45,Isaiah Buggs
,0,748,76,Donnie Lewis
,0,812,146,Ryan Davis
,0,2757,113,Brett Rypien
,0,1178,109,Ty Johnson
,0,3914,332,Tyree Jackson
,0,2646,273,Davante Davis
,0,1699,128,Amani Bledsoe
,0,4919,867,Gary Jennings
,0,3007,26,Joe Dineen
,0,598,106,Dillon Mitchell
,0,3404,260,Daylon Mack
,0,2849,483,Tyre Brady
,0,4182,324,Darryl Johnson
,0,63,9,Derrick Baity
,0,3884,510,Natrez Patrick
,0,645,80,Dre Greenlaw
,0,2152,293,Ulysees Gilbert
,0,2274,391,Travis Fulgham
,0,3710,397,Sean Murphy-Bunting
,0,2755,22,Drew Lewis
,0,1690,304,Tyron Johnson
,0,2324,49,E.J. Ejiya
,0,193,23,Cody Barton
,0,694,12,Joey Alfieri
,0,4695,401,Devine Ozigbo
,0,3362,572,Stanley Morgan
,0,3858,418,Jimmy Moreland
,0,2902,10,Cameron Glenn
,0,4966,430,Bruce Anderson
,0,1321,139,Ryan Pulley
,0,1453,110,Donald Parham
,0,5040,429,Jesper Horsted
,0,454,54,Justin Hollins
,0,2085,13,Gary Johnson
,0,5085,434,Kendall Blanton
,0,1939,1,Corbin Kaufusi
,0,4623,94,Matt Gay
,0,3996,39,Jeff Allison
,0,5041,521,Chris Johnson
,0,365,73,Bisi Johnson
,0,2296,196,Daniel Helm
,0,4699,487,Montre Hartage
,0,3120,407,Jamell Garcia-Williams
,0,1724,307,Jamal Custis
,0,5099,674,Ben Burr-Kirven
,0,34,1,B.J. Blunt
,0,267,30,Brian Peavy
,0,1593,123,Kingsley Keke
,0,3880,403,Alijah Holder
,0,1358,178,Joe Giles-Harris
,0,4188,734,Emmanuel Butler
